Buchungsnummer,Reisedatum,Passagier-ID,Abfahrtsbahnhof,Zug-ID,Zugpersonal,Waggontyp,Reiseklasse,Fahrtstrecke_km,Tarif_pro_km,Ticketpreis,Reservierungsgebühr,Gesamtbetrag
TR-2021-001986,2021-04-01,Mieter-U-060-1,Berlin,V-04,Thomas Weber,First Class Abteil,1. Klasse (Business),241,0.484,116.64,0.0,116.64
TR-2021-002725,2021-04-01,Mieter-U-082-1,Frankfurt,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),37,0.223,8.25,0.0,8.25
TR-2021-003187,2021-04-01,Mieter-U-096-1,München,V-05,Markus Wagner,First Class Abteil,1. Klasse (Business),251,0.461,115.71,0.0,115.71
TR-2021-004767,2021-04-01,Mieter-U-143-1,München,V-02,Petra Schmidt,First Class Abteil,1. Klasse (Business),292,0.457,133.44,0.0,133.44
TR-2021-003790,2021-04-01,Mieter-U-114-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),415,0.09,37.35,4.9,42.25
TR-2021-001119,2021-04-01,Mieter-U-034-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),478,0.433,206.97,0.0,206.97
TR-2021-004364,2021-04-01,Mieter-U-131-1,Berlin,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),48,0.215,10.32,4.9,15.22
TR-2021-001559,2021-04-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.492,14.27,0.0,14.27
TR-2021-003221,2021-04-01,Mieter-U-097-1,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.422,86.93,0.0,86.93
TR-2021-002690,2021-04-01,Mieter-U-081-1,Hamburg,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),391,0.452,176.73,0.0,176.73
TR-2021-004731,2021-04-01,Mieter-U-142-1,Frankfurt,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),138,0.468,64.58,0.0,64.58
TR-2021-004400,2021-04-01,Mieter-U-132-1,München,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),359,0.415,148.98,0.0,148.98
TR-2021-000641,2021-04-01,Mieter-U-020-1,Frankfurt,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),91,0.202,18.38,0.0,18.38
TR-2021-002255,2021-04-01,Mieter-U-068-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),30,0.223,6.69,0.0,6.69
TR-2021-002055,2021-04-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.241,26.27,0.0,26.27
TR-2021-002825,2021-04-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,0.206,7.21,0.0,7.21
TR-2021-002959,2021-04-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,0.224,10.53,0.0,10.53
TR-2021-004062,2021-04-01,Mieter-U-122-1,München,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),343,0.095,32.58,0.0,32.58
TR-2021-000473,2021-04-01,Mieter-U-015-1,Berlin,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),168,0.095,15.96,0.0,15.96
TR-2021-004098,2021-04-01,Mieter-U-123-1,Köln,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),122,0.223,27.21,0.0,27.21
TR-2021-000072,2021-04-01,Mieter-U-003-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),194,0.108,20.95,0.0,20.95
TR-2021-001357,2021-04-01,Mieter-U-041-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),252,0.424,106.85,0.0,106.85
TR-2021-002925,2021-04-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,0.462,35.11,4.9,40.01
TR-2021-004028,2021-04-01,Mieter-U-121-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),130,0.091,11.83,0.0,11.83
TR-2021-001290,2021-04-01,Mieter-U-039-1,Frankfurt,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.102,46.21,4.9,51.11
TR-2021-001392,2021-04-01,Mieter-U-042-1,Köln,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),317,0.107,33.92,0.0,33.92
TR-2021-002187,2021-04-01,Mieter-U-066-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),101,0.214,21.61,0.0,21.61
TR-2021-004130,2021-04-01,Mieter-U-124-1,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),180,0.461,82.98,4.9,87.88
TR-2021-000675,2021-04-01,Mieter-U-021-1,München,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),87,0.201,17.49,0.0,17.49
TR-2021-004163,2021-04-01,Mieter-U-125-1,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.212,15.05,0.0,15.05
TR-2021-002893,2021-04-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,0.424,184.44,0.0,184.44
TR-2021-000343,2021-04-01,Mieter-U-011-1,München,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),346,0.104,35.98,4.9,40.88
TR-2021-004870,2021-04-01,Mieter-U-146-1,Köln,V-01,Hans Müller,Schlafwagen,2. Klasse (Flexpreis),49,0.231,11.32,0.0,11.32
TR-2021-004968,2021-04-01,Mieter-U-149-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),168,0.096,16.13,0.0,16.13
TR-2021-002858,2021-04-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,0.107,6.74,4.9,11.64
TR-2021-002220,2021-04-01,Mieter-U-067-1,Frankfurt,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),471,0.102,48.04,4.9,52.94
TR-2021-001425,2021-04-01,Mieter-U-043-1,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),117,0.481,56.28,4.9,61.18
TR-2021-001257,2021-04-01,Mieter-U-038-1,Köln,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),80,0.493,39.44,0.0,39.44
TR-2021-003086,2021-04-01,Mieter-U-093-1,Frankfurt,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),88,0.207,18.22,0.0,18.22
TR-2021-003928,2021-04-01,Mieter-U-118-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),40,0.218,8.72,0.0,8.72
TR-2021-000274,2021-04-01,Mieter-U-009-1,Hamburg,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),92,0.417,38.36,0.0,38.36
TR-2021-001222,2021-04-01,Mieter-U-037-1,Frankfurt,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),242,0.479,115.92,0.0,115.92
TR-2021-004230,2021-04-01,Mieter-U-127-1,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),427,0.106,45.26,0.0,45.26
TR-2021-000776,2021-04-01,Mieter-U-024-1,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,0.1,32.5,0.0,32.5
TR-2021-001461,2021-04-01,Mieter-U-044-1,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.423,118.44,0.0,118.44
TR-2021-003757,2021-04-01,Mieter-U-113-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),188,0.101,18.99,4.9,23.89
TR-2021-000849,2021-04-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,0.24,35.28,0.0,35.28
TR-2021-002321,2021-04-01,Mieter-U-070-1,Hamburg,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),50,0.237,11.85,4.9,16.75
TR-2021-000708,2021-04-01,Mieter-U-022-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),74,0.423,31.3,4.9,36.2
TR-2021-002388,2021-04-01,Mieter-U-072-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),264,0.097,25.61,0.0,25.61
TR-2021-002524,2021-04-01,Mieter-U-076-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),79,0.477,37.68,0.0,37.68
TR-2021-004466,2021-04-01,Mieter-U-134-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),247,0.1,24.7,0.0,24.7
TR-2021-000036,2021-04-01,Mieter-U-002-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),73,0.223,16.28,0.0,16.28
TR-2021-001792,2021-04-01,Mieter-U-054-1,Berlin,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),43,0.203,8.73,0.0,8.73
TR-2021-000882,2021-04-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,0.446,161.01,4.9,165.91
TR-2021-000983,2021-04-01,Mieter-U-030-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),498,0.092,45.82,0.0,45.82
TR-2021-003290,2021-04-01,Mieter-U-099-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),238,0.435,103.53,0.0,103.53
TR-2021-003360,2021-04-01,Mieter-U-101-1,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.101,33.03,0.0,33.03
TR-2021-003460,2021-04-01,Mieter-U-104-1,Frankfurt,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),54,0.205,11.07,4.9,15.97
TR-2021-003324,2021-04-01,Mieter-U-100-1,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.474,137.46,0.0,137.46
TR-2021-000105,2021-04-01,Mieter-U-004-1,Frankfurt,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),148,0.236,34.93,4.9,39.83
TR-2021-004502,2021-04-01,Mieter-U-135-1,München,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),129,0.094,12.13,0.0,12.13
TR-2021-002455,2021-04-01,Mieter-U-074-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),36,0.242,8.71,0.0,8.71
TR-2021-004567,2021-04-01,Mieter-U-137-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.096,43.49,0.0,43.49
TR-2021-002592,2021-04-01,Mieter-U-078-1,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),129,0.098,12.64,4.9,17.54
TR-2021-002421,2021-04-01,Mieter-U-073-1,München,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),106,0.241,25.55,4.9,30.45
TR-2021-003594,2021-04-01,Mieter-U-108-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.469,150.08,0.0,150.08
TR-2021-004666,2021-04-01,Mieter-U-140-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),317,0.091,28.85,4.9,33.75
TR-2021-001757,2021-04-01,Mieter-U-053-1,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.465,44.64,0.0,44.64
TR-2021-001052,2021-04-01,Mieter-U-032-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.104,32.34,0.0,32.34
TR-2021-000002,2021-04-01,Mieter-U-001-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),357,0.102,36.41,0.0,36.41
TR-2021-003723,2021-04-01,Mieter-U-112-1,Köln,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),68,0.217,14.76,0.0,14.76
TR-2021-002491,2021-04-01,Mieter-U-075-1,München,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),287,0.101,28.99,0.0,28.99
TR-2021-002558,2021-04-01,Mieter-U-077-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),218,0.443,96.57,0.0,96.57
TR-2021-001949,2021-04-01,Mieter-U-059-1,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.219,8.76,4.9,13.66
TR-2021-003428,2021-04-01,Mieter-U-103-1,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),30,0.215,6.45,0.0,6.45
TR-2021-000206,2021-04-01,Mieter-U-007-1,Hamburg,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),77,0.46,35.42,0.0,35.42
TR-2021-004603,2021-04-01,Mieter-U-138-1,Köln,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),199,0.104,20.7,0.0,20.7
TR-2021-001693,2021-04-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.491,213.09,0.0,213.09
TR-2021-000948,2021-04-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,0.452,97.63,0.0,97.63
TR-2021-003494,2021-04-01,Mieter-U-105-1,Berlin,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),318,0.102,32.44,0.0,32.44
TR-2021-003689,2021-04-01,Mieter-U-111-1,Köln,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),93,0.094,8.74,4.9,13.64
TR-2021-000171,2021-04-01,Mieter-U-006-1,München,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),48,0.222,10.66,0.0,10.66
TR-2021-001627,2021-04-01,Mieter-U-049-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),34,0.107,3.64,0.0,3.64
TR-2021-000570,2021-04-01,Mieter-U-018-1,Köln,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),268,0.097,26.0,4.9,30.9
TR-2021-001017,2021-04-01,Mieter-U-031-1,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),377,0.101,38.08,0.0,38.08
TR-2021-003963,2021-05-01,Mieter-U-119-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),34,0.47,15.98,4.9,20.88
TR-2021-004969,2021-05-01,Mieter-U-149-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),168,0.097,16.3,0.0,16.3
TR-2021-001426,2021-05-01,Mieter-U-043-1,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),117,0.429,50.19,0.0,50.19
TR-2021-003495,2021-05-01,Mieter-U-105-1,Berlin,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),318,0.094,29.89,0.0,29.89
TR-2021-000344,2021-05-01,Mieter-U-011-1,München,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),346,0.102,35.29,0.0,35.29
TR-2021-003394,2021-05-01,Mieter-U-102-1,Frankfurt,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),43,0.097,4.17,4.9,9.07
TR-2021-001856,2021-05-01,Mieter-U-056-1,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),94,0.106,9.96,4.9,14.86
TR-2021-002960,2021-05-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,0.219,10.29,0.0,10.29
TR-2021-000073,2021-05-01,Mieter-U-003-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),194,0.095,18.43,0.0,18.43
TR-2021-000474,2021-05-01,Mieter-U-015-1,Berlin,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),168,0.1,16.8,0.0,16.8
TR-2021-003429,2021-05-01,Mieter-U-103-1,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),30,0.208,6.24,0.0,6.24
TR-2021-001358,2021-05-01,Mieter-U-041-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),252,0.49,123.48,0.0,123.48
TR-2021-002120,2021-05-01,Mieter-U-064-1,Köln,V-04,Thomas Weber,First Class Abteil,1. Klasse (Business),114,0.449,51.19,4.9,56.09
TR-2021-001758,2021-05-01,Mieter-U-053-1,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.422,40.51,0.0,40.51
TR-2021-002992,2021-05-01,Mieter-U-090-1,Frankfurt,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),124,0.217,26.91,4.9,31.81
TR-2021-004029,2021-05-01,Mieter-U-121-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),130,0.101,13.13,0.0,13.13
TR-2021-003023,2021-05-01,Mieter-U-091-1,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),410,0.094,38.54,4.9,43.44
TR-2021-001393,2021-05-01,Mieter-U-042-1,Köln,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),317,0.108,34.24,0.0,34.24
TR-2021-003461,2021-05-01,Mieter-U-104-1,Frankfurt,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),54,0.237,12.8,0.0,12.8
TR-2021-000676,2021-05-01,Mieter-U-021-1,München,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),87,0.209,18.18,0.0,18.18
TR-2021-003361,2021-05-01,Mieter-U-101-1,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.109,35.64,0.0,35.64
TR-2021-001793,2021-05-01,Mieter-U-054-1,Berlin,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),43,0.224,9.63,0.0,9.63
TR-2021-003087,2021-05-01,Mieter-U-093-1,Frankfurt,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),88,0.213,18.74,0.0,18.74
TR-2021-001950,2021-05-01,Mieter-U-059-1,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.22,8.8,0.0,8.8
TR-2021-003559,2021-05-01,Mieter-U-107-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),270,0.096,25.92,4.9,30.82
TR-2021-000607,2021-05-01,Mieter-U-019-1,Köln,V-02,Petra Schmidt,Liegewagen,2. Klasse (Flexpreis),82,0.221,18.12,0.0,18.12
TR-2021-001628,2021-05-01,Mieter-U-049-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),34,0.095,3.23,0.0,3.23
TR-2021-003824,2021-05-01,Mieter-U-115-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),318,0.102,32.44,4.9,37.34
TR-2021-001525,2021-05-01,Mieter-U-046-1,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.483,121.23,4.9,126.13
TR-2021-001987,2021-05-01,Mieter-U-060-1,Berlin,V-04,Thomas Weber,First Class Abteil,1. Klasse (Business),241,0.463,111.58,0.0,111.58
TR-2021-004063,2021-05-01,Mieter-U-122-1,München,V-03,Sabine Fischer,Bordbistro,2. Klasse (Sparpreis),343,0.109,37.39,0.0,37.39
TR-2021-003188,2021-05-01,Mieter-U-096-1,München,V-05,Markus Wagner,First Class Abteil,1. Klasse (Business),251,0.448,112.45,0.0,112.45
TR-2021-003152,2021-05-01,Mieter-U-095-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),332,0.107,35.52,4.9,40.42
TR-2021-003690,2021-05-01,Mieter-U-111-1,Köln,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),93,0.104,9.67,0.0,9.67
TR-2021-003253,2021-05-01,Mieter-U-098-1,München,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),332,0.432,143.42,4.9,148.32
TR-2021-000571,2021-05-01,Mieter-U-018-1,Köln,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),268,0.098,26.26,0.0,26.26
TR-2021-003222,2021-05-01,Mieter-U-097-1,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.48,98.88,0.0,98.88
TR-2021-001593,2021-05-01,Mieter-U-048-1,Hamburg,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),131,0.224,29.34,4.9,34.24
TR-2021-001560,2021-05-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.412,11.95,0.0,11.95
TR-2021-003758,2021-05-01,Mieter-U-113-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),188,0.103,19.36,0.0,19.36
TR-2021-000409,2021-05-01,Mieter-U-013-1,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),360,0.098,35.28,4.9,40.18
TR-2021-003791,2021-05-01,Mieter-U-114-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),415,0.091,37.76,0.0,37.76
TR-2021-003929,2021-05-01,Mieter-U-118-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),40,0.217,8.68,0.0,8.68
TR-2021-003291,2021-05-01,Mieter-U-099-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),238,0.44,104.72,0.0,104.72
TR-2021-000377,2021-05-01,Mieter-U-012-1,Frankfurt,V-01,Hans Müller,Bordshop,1. Klasse (Business),367,0.465,170.66,0.0,170.66
TR-2021-001694,2021-05-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.428,185.75,0.0,185.75
TR-2021-000440,2021-05-01,Mieter-U-014-1,Berlin,V-04,Thomas Weber,Schlafwagen,2. Klasse (Flexpreis),136,0.236,32.1,4.9,37.0
TR-2021-001462,2021-05-01,Mieter-U-044-1,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.47,131.6,0.0,131.6
TR-2021-002056,2021-05-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.2,21.8,0.0,21.8
TR-2021-003724,2021-05-01,Mieter-U-112-1,Köln,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),68,0.221,15.03,0.0,15.03
TR-2021-000642,2021-05-01,Mieter-U-020-1,Frankfurt,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),91,0.241,21.93,0.0,21.93
TR-2021-000037,2021-05-01,Mieter-U-002-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),73,0.23,16.79,0.0,16.79
TR-2021-003858,2021-05-01,Mieter-U-116-1,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.106,35.72,0.0,35.72
TR-2021-001887,2021-05-01,Mieter-U-057-1,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),212,0.106,22.47,4.9,27.37
TR-2021-005002,2021-05-01,Mieter-U-150-1,München,V-01,Hans Müller,Bordshop,1. Klasse (Business),197,0.46,90.62,0.0,90.62
TR-2021-003894,2021-05-01,Mieter-U-117-1,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),459,0.091,41.77,0.0,41.77
TR-2021-003595,2021-05-01,Mieter-U-108-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.468,149.76,0.0,149.76
TR-2021-001493,2021-05-01,Mieter-U-045-1,Köln,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),117,0.106,12.4,4.9,17.3
TR-2021-002022,2021-05-01,Mieter-U-061-1,Köln,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),448,0.099,44.35,0.0,44.35
TR-2021-000537,2021-05-01,Mieter-U-017-1,Berlin,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),105,0.219,23.0,4.9,27.9
TR-2021-001660,2021-05-01,Mieter-U-050-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),307,0.441,135.39,4.9,140.29
TR-2021-003120,2021-05-01,Mieter-U-094-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),117,0.22,25.74,0.0,25.74
TR-2021-003325,2021-05-01,Mieter-U-100-1,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.422,122.38,0.0,122.38
TR-2021-000138,2021-05-01,Mieter-U-005-1,Berlin,V-05,Markus Wagner,Panoramawagen,2. Klasse (Flexpreis),91,0.208,18.93,4.9,23.83
TR-2021-000709,2021-05-01,Mieter-U-022-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),74,0.46,34.04,0.0,34.04
TR-2021-002656,2021-05-01,Mieter-U-080-1,Berlin,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),260,0.092,23.92,4.9,28.82
TR-2021-000850,2021-05-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,0.242,35.57,0.0,35.57
TR-2021-004401,2021-05-01,Mieter-U-132-1,München,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),359,0.437,156.88,0.0,156.88
TR-2021-004732,2021-05-01,Mieter-U-142-1,Frankfurt,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),138,0.432,59.62,0.0,59.62
TR-2021-002691,2021-05-01,Mieter-U-081-1,Hamburg,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),391,0.495,193.54,0.0,193.54
TR-2021-004365,2021-05-01,Mieter-U-131-1,Berlin,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),48,0.218,10.46,0.0,10.46
TR-2021-001120,2021-05-01,Mieter-U-034-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),478,0.41,195.98,0.0,195.98
TR-2021-002322,2021-05-01,Mieter-U-070-1,Hamburg,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),50,0.216,10.8,0.0,10.8
TR-2021-002726,2021-05-01,Mieter-U-082-1,Frankfurt,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),37,0.239,8.84,0.0,8.84
TR-2021-004332,2021-05-01,Mieter-U-130-1,Köln,V-05,Markus Wagner,Bordshop,1. Klasse (Business),235,0.437,102.7,0.0,102.7
TR-2021-000240,2021-05-01,Mieter-U-008-1,München,V-04,Thomas Weber,Schlafwagen,2. Klasse (Flexpreis),137,0.199,27.26,4.9,32.16
TR-2021-001153,2021-05-01,Mieter-U-035-1,Köln,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),467,0.091,42.5,0.0,42.5
TR-2021-000813,2021-05-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,0.456,22.34,0.0,22.34
TR-2021-002288,2021-05-01,Mieter-U-069-1,Frankfurt,V-02,Petra Schmidt,Liegewagen,2. Klasse (Flexpreis),82,0.238,19.52,0.0,19.52
TR-2021-002758,2021-05-01,Mieter-U-083-1,Köln,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),68,0.415,28.22,0.0,28.22
TR-2021-004297,2021-05-01,Mieter-U-129-1,Hamburg,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),57,0.486,27.7,4.9,32.6
TR-2021-004266,2021-05-01,Mieter-U-128-1,Berlin,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),98,0.107,10.49,0.0,10.49
