Transaktions-ID,Datum,Kunden-ID,Kundenstandort,Produkt-ID,Produktname,Produktkategorie,Menge,Preis pro Einheit,Gesamtbetrag
T000232,2023-01-16,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T000233,2023-01-16,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T000234,2023-01-16,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000235,2023-01-16,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T000236,2023-01-16,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T000237,2023-01-16,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T000238,2023-01-16,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T000239,2023-01-16,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T000240,2023-01-16,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T000241,2023-01-16,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T000242,2023-01-16,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T000243,2023-01-16,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T000244,2023-01-16,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T000245,2023-01-16,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T000246,2023-01-16,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T000247,2023-01-16,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T000248,2023-01-16,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T000249,2023-01-16,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T000250,2023-01-16,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T000251,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000252,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T000253,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T000254,2023-01-17,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T000255,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T000256,2023-01-17,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T000257,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T000258,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T000259,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T000260,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T000261,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T000262,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000263,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T000264,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T000265,2023-01-17,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T000266,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T000267,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T000268,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T000269,2023-01-17,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T000270,2023-01-17,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,3,250000,750000
T000271,2023-01-17,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T000272,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T000273,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T000274,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T000275,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,3,380000,1140000
T000276,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T000277,2023-01-17,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T000278,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T000279,2023-01-17,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T000280,2023-01-17,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T000281,2023-01-17,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T000282,2023-01-17,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T000283,2023-01-17,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T000284,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T000285,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T000286,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T000287,2023-01-17,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000288,2023-01-17,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000289,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T000290,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T000291,2023-01-17,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T000292,2023-01-17,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000293,2023-01-17,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T000294,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T000295,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000296,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T000297,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T000298,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T000299,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T000300,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T000301,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T000302,2023-01-17,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T000303,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T000304,2023-01-17,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T000305,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T000306,2023-01-17,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T000307,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T000308,2023-01-17,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T000309,2023-01-17,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000310,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T000311,2023-01-17,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T000312,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000313,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T000314,2023-01-17,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T000315,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T000316,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000317,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T000318,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T000319,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T000320,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T000321,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T000322,2023-01-17,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T000323,2023-01-17,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T000324,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T000325,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,4,1200000,4800000
T000326,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000327,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T000328,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T000329,2023-01-17,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T000330,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T000331,2023-01-17,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T000332,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T000333,2023-01-17,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T000334,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T000335,2023-01-17,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T000336,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T000337,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T000338,2023-01-17,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T000339,2023-01-17,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T000340,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T000341,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T000342,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T000343,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T000344,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T000345,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000346,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T000347,2023-01-17,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T000348,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T000349,2023-01-17,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T000350,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T000351,2023-01-17,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T000352,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T000353,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T000354,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T000355,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T000356,2023-01-17,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T000357,2023-01-17,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T000358,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000359,2023-01-17,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T000360,2023-01-17,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T000361,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T000362,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T000363,2023-01-17,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T000364,2023-01-17,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T000365,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T000366,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T000367,2023-01-17,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T000368,2023-01-17,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,2,85000,170000
T000369,2023-01-17,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T000370,2023-01-17,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T000371,2023-01-17,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T000372,2023-01-17,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T000373,2023-01-17,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T000374,2023-01-17,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T000375,2023-01-17,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T000376,2023-01-17,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T000377,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T000378,2023-01-17,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T000379,2023-01-17,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T000380,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000381,2023-01-18,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T000382,2023-01-18,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T000383,2023-01-18,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T000384,2023-01-18,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T000385,2023-01-18,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T000386,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000387,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T000388,2023-01-18,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T000389,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000390,2023-01-18,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T000391,2023-01-18,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T000392,2023-01-18,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T000393,2023-01-18,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T000394,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000395,2023-01-18,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T000396,2023-01-18,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T000397,2023-01-18,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T000398,2023-01-18,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T000399,2023-01-18,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T000400,2023-01-18,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T000401,2023-01-18,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T000402,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T000403,2023-01-18,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T000404,2023-01-18,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T000405,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T000406,2023-01-18,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T000407,2023-01-18,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T000408,2023-01-18,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,10,1200000,12000000
T000409,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T000410,2023-01-18,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T000411,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T000412,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T000413,2023-01-18,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T000414,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T000415,2023-01-18,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T000416,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T000417,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T000418,2023-01-18,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T000419,2023-01-18,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T000420,2023-01-18,Customer-020,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T000421,2023-01-18,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T000422,2023-01-18,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T000423,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T000424,2023-01-18,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T000425,2023-01-18,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T000426,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T000427,2023-01-18,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,3,250000,750000
T000428,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T000429,2023-01-18,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T000430,2023-01-18,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T000431,2023-01-18,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T000432,2023-01-18,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T000433,2023-01-18,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T000434,2023-01-18,Customer-037,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T000435,2023-01-18,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T000436,2023-01-18,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,10,1200000,12000000
T000437,2023-01-18,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T000438,2023-01-18,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T000439,2023-01-18,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T000440,2023-01-18,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
